MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
2b1cad7add8865bdc13d741634908d91a1cc58a1acf077d731f176a199b5736c,5e49eb5c8ef524cc84c593169ada0d0ae057dbee9b1b98368a38f3a0dbf196fb,studenti.polito.it,-51.0,45.0,31697413.0,4345629,AP-AULA13-02,Student
7e181a86dcfe3099e45659931141885a7e07ee94d886dddb2c899492beb89007,ad082ffc5bddd80b592c8976c1efcc32ec630c17afcc18f869939a2429b7a376,studenti.polito.it,-60.0,32.0,84069273.0,151047310,AP-ENERGY-LAB01,Student
a8869c21ec2fd268fc3312f8366a0ce68631f688504394be3fc9d2eb6e168db9,,,,16.0,19363.0,1224,AP-UFFPOSTA,Unknown
94f92eb7861f7dd4068c7550e82d9c479066aaabf7548772047f79c4ae881fe4,ae4e366c32676f2d0df82a7547a01873e24856261105ea5b1f97a1860c4b7768,studenti.polito.it,-54.0,40.0,386575679.0,40980568,AP-VALE-AULA4V,Student
431c0a07b64c79529792638570adc0a6c18745995b056c9905774ab5c81df56e,adc16b231f52ca90dd1a2ccd980a5cb4fb6a8d3acbb1fa2dd2aa232b590f5d05,studenti.polito.it,-65.0,31.0,57019998.0,35118508,AP-CORTILE-05,Student
85d8f8ad56344e28b723b7d4277036dc5fa1202e93454d469f73c6065147a74d,64316fa78266dd2d78666cee891ec58237dd2d0407cebb56484d79b082bb7d7e,polito.it,-51.0,42.0,7276694.0,3804756,AP-AULA8C-02,Staff
a0b31b70a719974d3c016182cbe5ff4e0bde41c3e05854ff3ea0454efdebd206,07b7cda4be415a876fb3ee26784db1066b65805eb69059f0197ecdc35c62a302,polito.it,-49.0,45.0,27569172.0,14161439,AP-AULA3S-03,Staff
ceb3686aa7541c7c3faafe19497a330a33af915582811685ac3ca9842f979f24,8be86ac08b16c88d7fa2530aec38bf646f00cea701650f0f40734d9b1bc3f1bf,polito.it,-49.0,42.0,626559876.0,36998942,AP-VALE-VIGLIANO-2,Staff
c78a284d77ce063a3000c9d021241641a7cd8522ca32ceee0292b7543d146532,88b6ad8a1a75fe6d0b506197a40f49521f199f9a1db2553888adcdc104a23817,polito.it,-84.0,6.0,479098084.0,118565497,AP-DELEN06,Staff
a56672b2c41e580756a351b2f3d0493ec1a51e47c5a3276a64e55d76df3be793,5d59d72bf5b18ebb1860b4b1a064aa7e2f0e9cf270f02dfbfabba8dd404c2fdd,polito.it,-52.0,42.0,129796893.0,27060928,AP-VALE-DAD10,Staff
